814	28
815	34
816	182
817	24
818	35
819	20
82	27
820	167
821	20
822	61
823	24
824	184
825	19
826	144
827	114
828	27
829	103
83	63
830	154
831	105
832	72
833	24
834	266
835	53
836	101
837	49
838	45
839	92
84	56
840	67
841	196
842	30
843	26
844	203
845	80
846	30
847	404
848	145
849	149
85	22
850	287
851	50
852	208
853	48
854	40
855	216
856	22
857	25
858	21
859	20
86	38
860	22
861	70
862	42
863	164
864	106
865	293
866	65
867	19
868	94
869	207
87	46
870	210
871	268
872	114
873	70
874	19
875	33
876	88
877	20
878	80
879	133
88	28
880	20
881	367
882	258
883	136
884	267
885	42
886	101
887	239
888	170
889	19
89	325
890	75
891	118
892	46
893	225
894	58
895	244
896	19
897	361
898	184
899	29
9	134
90	21
900	299
901	44
902	123
903	48
904	135
905	46
906	39
907	40
908	146
909	73
91	25
910	97
911	59
912	97
913	52
914	131
915	22
916	25
917	316
918	34
919	102
92	216
920	387
921	25
922	109
923	126
924	73
925	81
926	31
927	19
928	119
929	31
93	48
930	19
931	62
932	60
933	240
934	183
935	173
936	38
937	141
938	39
939	107
94	48
940	399
941	106
942	21
943	78
95	167
96	277
97	55
98	62
99	26
